X,Y,Z,non_zero_elements
-0.001,0.0005,0.019,95
-0.0005,0.0005,0.019,97
0,0.0005,0.019,97
0.0005,0.0005,0.019,97
0.001,0.0005,0.019,95
0.0015,0.0005,0.019,79
0.002,0.0005,0.019,56
-0.002,0.001,0.019,48
-0.0015,0.001,0.019,69
-0.001,0.001,0.019,88
-0.0005,0.001,0.019,95
0,0.001,0.019,96
0.0005,0.001,0.019,95
0.001,0.001,0.019,88
0.0015,0.001,0.019,69
0.002,0.001,0.019,48
-0.0015,0.0015,0.019,55
-0.001,0.0015,0.019,69
-0.0005,0.0015,0.019,79
0,0.0015,0.019,83
0.0005,0.0015,0.019,79
0.001,0.0015,0.019,69
0.0015,0.0015,0.019,55
-0.001,0.002,0.019,48
-0.0005,0.002,0.019,56
0,0.002,0.019,60
0.0005,0.002,0.019,56
0.001,0.002,0.019,48
-0.001,-0.002,0.0195,47
-0.0005,-0.002,0.0195,55
0,-0.002,0.0195,59
0.0005,-0.002,0.0195,55
0.001,-0.002,0.0195,47
-0.0015,-0.0015,0.0195,54
-0.001,-0.0015,0.0195,68
-0.0005,-0.0015,0.0195,78
0,-0.0015,0.0195,82
0.0005,-0.0015,0.0195,78
0.001,-0.0015,0.0195,68
0.0015,-0.0015,0.0195,54
-0.002,-0.001,0.0195,47
-0.0015,-0.001,0.0195,68
-0.001,-0.001,0.0195,87
-0.0005,-0.001,0.0195,94
0,-0.001,0.0195,95
0.0005,-0.001,0.0195,94
0.001,-0.001,0.0195,87
0.0015,-0.001,0.0195,68
0.002,-0.001,0.0195,47
-0.002,-0.0005,0.0195,55
-0.0015,-0.0005,0.0195,78
-0.001,-0.0005,0.0195,94
-0.0005,-0.0005,0.0195,96
0,-0.0005,0.0195,96
0.0005,-0.0005,0.0195,96
0.001,-0.0005,0.0195,94
0.0015,-0.0005,0.0195,78
0.002,-0.0005,0.0195,55
-0.002,0,0.0195,59
-0.0015,0,0.0195,82
-0.001,0,0.0195,95
-0.0005,0,0.0195,96
0,0,0.0195,96
0.0005,0,0.0195,96
0.001,0,0.0195,95
0.0015,0,0.0195,82
0.002,0,0.0195,59
-0.002,0.0005,0.0195,55
-0.0015,0.0005,0.0195,78
-0.001,0.0005,0.0195,94
-0.0005,0.0005,0.0195,96
0,0.0005,0.0195,96
0.0005,0.0005,0.0195,96
0.001,0.0005,0.0195,94
0.0015,0.0005,0.0195,78
0.002,0.0005,0.0195,55
-0.002,0.001,0.0195,47
-0.0015,0.001,0.0195,68
-0.001,0.001,0.0195,87
-0.0005,0.001,0.0195,94
0,0.001,0.0195,95
0.0005,0.001,0.0195,94
0.001,0.001,0.0195,87
0.0015,0.001,0.0195,68
0.002,0.001,0.0195,47
-0.0015,0.0015,0.0195,54
-0.001,0.0015,0.0195,68
-0.0005,0.0015,0.0195,78
0,0.0015,0.0195,82
0.0005,0.0015,0.0195,78
0.001,0.0015,0.0195,68
0.0015,0.0015,0.0195,54
-0.001,0.002,0.0195,47
-0.0005,0.002,0.0195,55
0,0.002,0.0195,59
0.0005,0.002,0.0195,55
0.001,0.002,0.0195,47
-0.001,-0.002,0.02,48
-0.0005,-0.002,0.02,56
0,-0.002,0.02,60
0.0005,-0.002,0.02,56
0.001,-0.002,0.02,48
-0.0015,-0.0015,0.02,55
-0.001,-0.0015,0.02,69
-0.0005,-0.0015,0.02,79
0,-0.0015,0.02,83
0.0005,-0.0015,0.02,79
0.001,-0.0015,0.02,69
0.0015,-0.0015,0.02,55
-0.002,-0.001,0.02,48
-0.0015,-0.001,0.02,69
-0.001,-0.001,0.02,88
-0.0005,-0.001,0.02,95
0,-0.001,0.02,96
0.0005,-0.001,0.02,95
0.001,-0.001,0.02,88
0.0015,-0.001,0.02,69
0.002,-0.001,0.02,48
-0.002,-0.0005,0.02,56
-0.0015,-0.0005,0.02,79
-0.001,-0.0005,0.02,95
-0.0005,-0.0005,0.02,97
0,-0.0005,0.02,97
0.0005,-0.0005,0.02,97
0.001,-0.0005,0.02,95
0.0015,-0.0005,0.02,79
0.002,-0.0005,0.02,56
-0.002,0,0.02,60
-0.0015,0,0.02,83
-0.001,0,0.02,96
-0.0005,0,0.02,97
0,0,0.02,97
0.0005,0,0.02,97
0.001,0,0.02,96
0.0015,0,0.02,83
0.002,0,0.02,60
-0.002,0.0005,0.02,56
-0.0015,0.0005,0.02,79
-0.001,0.0005,0.02,95
-0.0005,0.0005,0.02,97
0,0.0005,0.02,97
0.0005,0.0005,0.02,97
0.001,0.0005,0.02,95
0.0015,0.0005,0.02,79
0.002,0.0005,0.02,56
-0.002,0.001,0.02,48
-0.0015,0.001,0.02,69
-0.001,0.001,0.02,88
-0.0005,0.001,0.02,95
0,0.001,0.02,96
0.0005,0.001,0.02,95
0.001,0.001,0.02,88
0.0015,0.001,0.02,69
0.002,0.001,0.02,48
-0.0015,0.0015,0.02,55
-0.001,0.0015,0.02,69
-0.0005,0.0015,0.02,79
0,0.0015,0.02,83
0.0005,0.0015,0.02,79
0.001,0.0015,0.02,69
0.0015,0.0015,0.02,55
-0.001,0.002,0.02,48
-0.0005,0.002,0.02,56
0,0.002,0.02,60
0.0005,0.002,0.02,56
0.001,0.002,0.02,48
-0.001,-0.002,0.0205,51
-0.0005,-0.002,0.0205,60
0,-0.002,0.0205,64
0.0005,-0.002,0.0205,60
0.001,-0.002,0.0205,51
-0.0015,-0.0015,0.0205,59
-0.001,-0.0015,0.0205,74
-0.0005,-0.0015,0.0205,84
0,-0.0015,0.0205,89
0.0005,-0.0015,0.0205,84
0.001,-0.0015,0.0205,74
0.0015,-0.0015,0.0205,59
-0.002,-0.001,0.0205,51
-0.0015,-0.001,0.0205,74
-0.001,-0.001,0.0205,94
-0.0005,-0.001,0.0205,100
0,-0.001,0.0205,100
0.0005,-0.001,0.0205,100
0.001,-0.001,0.0205,94
0.0015,-0.001,0.0205,74
0.002,-0.001,0.0205,51
-0.002,-0.0005,0.0205,60
-0.0015,-0.0005,0.0205,84
-0.001,-0.0005,0.0205,100
-0.0005,-0.0005,0.0205,100
0,-0.0005,0.0205,100
0.0005,-0.0005,0.0205,100
0.001,-0.0005,0.0205,100
0.0015,-0.0005,0.0205,84
0.002,-0.0005,0.0205,60
-0.002,0,0.0205,64
-0.0015,0,0.0205,89
-0.001,0,0.0205,100
-0.0005,0,0.0205,100
0,0,0.0205,100
0.0005,0,0.0205,100
0.001,0,0.0205,100
0.0015,0,0.0205,89
0.002,0,0.0205,64
-0.002,0.0005,0.0205,60
-0.0015,0.0005,0.0205,84
-0.001,0.0005,0.0205,100
-0.0005,0.0005,0.0205,100
0,0.0005,0.0205,100
0.0005,0.0005,0.0205,100
0.001,0.0005,0.0205,100
0.0015,0.0005,0.0205,84
0.002,0.0005,0.0205,60
-0.002,0.001,0.0205,51
-0.0015,0.001,0.0205,74
-0.001,0.001,0.0205,94
-0.0005,0.001,0.0205,100
0,0.001,0.0205,100
0.0005,0.001,0.0205,100
0.001,0.001,0.0205,94
0.0015,0.001,0.0205,74
0.002,0.001,0.0205,51
-0.0015,0.0015,0.0205,59
-0.001,0.0015,0.0205,74
-0.0005,0.0015,0.0205,84
0,0.0015,0.0205,89
0.0005,0.0015,0.0205,84
0.001,0.0015,0.0205,74
0.0015,0.0015,0.0205,59
-0.001,0.002,0.0205,51
-0.0005,0.002,0.0205,60
0,0.002,0.0205,64
0.0005,0.002,0.0205,60
0.001,0.002,0.0205,51
-0.001,-0.002,0.021,53
-0.0005,-0.002,0.021,62
0,-0.002,0.021,66
0.0005,-0.002,0.021,62
0.001,-0.002,0.021,53
-0.0015,-0.0015,0.021,60
-0.001,-0.0015,0.021,76
-0.0005,-0.0015,0.021,86
0,-0.0015,0.021,91
0.0005,-0.0015,0.021,86
0.001,-0.0015,0.021,76
0.0015,-0.0015,0.021,60
-0.002,-0.001,0.021,53
-0.0015,-0.001,0.021,76
-0.001,-0.001,0.021,97
-0.0005,-0.001,0.021,100
0,-0.001,0.021,100
0.0005,-0.001,0.021,100
0.001,-0.001,0.021,97
0.0015,-0.001,0.021,76
0.002,-0.001,0.021,53
-0.002,-0.0005,0.021,62
-0.0015,-0.0005,0.021,86
-0.001,-0.0005,0.021,100
-0.0005,-0.0005,0.021,100
0,-0.0005,0.021,100
0.0005,-0.0005,0.021,100
0.001,-0.0005,0.021,100
0.0015,-0.0005,0.021,86
0.002,-0.0005,0.021,62
-0.002,0,0.021,66
-0.0015,0,0.021,91
-0.001,0,0.021,100
-0.0005,0,0.021,100
0,0,0.021,100
0.0005,0,0.021,100
0.001,0,0.021,100
0.0015,0,0.021,91
0.002,0,0.021,66
-0.002,0.0005,0.021,62
-0.0015,0.0005,0.021,86
-0.001,0.0005,0.021,100
-0.0005,0.0005,0.021,100
0,0.0005,0.021,100
0.0005,0.0005,0.021,100
0.001,0.0005,0.021,100
0.0015,0.0005,0.021,86
0.002,0.0005,0.021,62
-0.002,0.001,0.021,53
-0.0015,0.001,0.021,76
-0.001,0.001,0.021,97
-0.0005,0.001,0.021,100
0,0.001,0.021,100
0.0005,0.001,0.021,100
0.001,0.001,0.021,97
0.0015,0.001,0.021,76
0.002,0.001,0.021,53
-0.0015,0.0015,0.021,60
-0.001,0.0015,0.021,76
-0.0005,0.0015,0.021,86
0,0.0015,0.021,91
0.0005,0.0015,0.021,86
0.001,0.0015,0.021,76
0.0015,0.0015,0.021,60
-0.001,0.002,0.021,53
-0.0005,0.002,0.021,62
0,0.002,0.021,66
0.0005,0.002,0.021,62
0.001,0.002,0.021,53
-0.001,-0.002,0.0215,53
-0.0005,-0.002,0.0215,62
0,-0.002,0.0215,66
0.0005,-0.002,0.0215,62
0.001,-0.002,0.0215,53
-0.0015,-0.0015,0.0215,60
-0.001,-0.0015,0.0215,76
-0.0005,-0.0015,0.0215,86
0,-0.0015,0.0215,91
0.0005,-0.0015,0.0215,86
0.001,-0.0015,0.0215,76
0.0015,-0.0015,0.0215,60
-0.002,-0.001,0.0215,53
-0.0015,-0.001,0.0215,76
-0.001,-0.001,0.0215,97
-0.0005,-0.001,0.0215,100
0,-0.001,0.0215,100
0.0005,-0.001,0.0215,100
0.001,-0.001,0.0215,97
0.0015,-0.001,0.0215,76
0.002,-0.001,0.0215,53
-0.002,-0.0005,0.0215,62
-0.0015,-0.0005,0.0215,86
-0.001,-0.0005,0.0215,100
-0.0005,-0.0005,0.0215,100
0,-0.0005,0.0215,100
0.0005,-0.0005,0.0215,100
0.001,-0.0005,0.0215,100
0.0015,-0.0005,0.0215,86
0.002,-0.0005,0.0215,62
-0.002,0,0.0215,66
-0.0015,0,0.0215,91
-0.001,0,0.0215,100
-0.0005,0,0.0215,100
0,0,0.0215,100
0.0005,0,0.0215,100
0.001,0,0.0215,100
0.0015,0,0.0215,91
0.002,0,0.0215,66
-0.002,0.0005,0.0215,62
-0.0015,0.0005,0.0215,86
-0.001,0.0005,0.0215,100
-0.0005,0.0005,0.0215,100
0,0.0005,0.0215,100
0.0005,0.0005,0.0215,100
0.001,0.0005,0.0215,100
0.0015,0.0005,0.0215,86
0.002,0.0005,0.0215,62
-0.002,0.001,0.0215,53
-0.0015,0.001,0.0215,76
-0.001,0.001,0.0215,97
-0.0005,0.001,0.0215,100
0,0.001,0.0215,100
0.0005,0.001,0.0215,100
0.001,0.001,0.0215,97
0.0015,0.001,0.0215,76
0.002,0.001,0.0215,53
-0.0015,0.0015,0.0215,60
-0.001,0.0015,0.0215,76
-0.0005,0.0015,0.0215,86
0,0.0015,0.0215,91
0.0005,0.0015,0.0215,86
0.001,0.0015,0.0215,76
0.0015,0.0015,0.0215,60
-0.001,0.002,0.0215,53
-0.0005,0.002,0.0215,62
0,0.002,0.0215,66
0.0005,0.002,0.0215,62
0.001,0.002,0.0215,53
-0.001,-0.002,0.022,51
-0.0005,-0.002,0.022,60
0,-0.002,0.022,64
0.0005,-0.002,0.022,60
0.001,-0.002,0.022,51
-0.0015,-0.0015,0.022,59
-0.001,-0.0015,0.022,74
-0.0005,-0.0015,0.022,84
0,-0.0015,0.022,89
0.0005,-0.0015,0.022,84
0.001,-0.0015,0.022,74
0.0015,-0.0015,0.022,59
-0.002,-0.001,0.022,51
-0.0015,-0.001,0.022,74
-0.001,-0.001,0.022,94
-0.0005,-0.001,0.022,100
0,-0.001,0.022,100
0.0005,-0.001,0.022,100
0.001,-0.001,0.022,94
0.0015,-0.001,0.022,74
0.002,-0.001,0.022,51
-0.002,-0.0005,0.022,60
-0.0015,-0.0005,0.022,84
-0.001,-0.0005,0.022,100
-0.0005,-0.0005,0.022,100
0,-0.0005,0.022,100
0.0005,-0.0005,0.022,100
0.001,-0.0005,0.022,100
0.0015,-0.0005,0.022,84
0.002,-0.0005,0.022,60
-0.002,0,0.022,64
-0.0015,0,0.022,89
-0.001,0,0.022,100
-0.0005,0,0.022,100
0,0,0.022,100
0.0005,0,0.022,100
0.001,0,0.022,100
0.0015,0,0.022,89
0.002,0,0.022,64
-0.002,0.0005,0.022,60
-0.0015,0.0005,0.022,84
-0.001,0.0005,0.022,100
-0.0005,0.0005,0.022,100
0,0.0005,0.022,100
0.0005,0.0005,0.022,100
0.001,0.0005,0.022,100
0.0015,0.0005,0.022,84
0.002,0.0005,0.022,60
-0.002,0.001,0.022,51
-0.0015,0.001,0.022,74
-0.001,0.001,0.022,94
-0.0005,0.001,0.022,100
0,0.001,0.022,100
0.0005,0.001,0.022,100
0.001,0.001,0.022,94
0.0015,0.001,0.022,74
0.002,0.001,0.022,51
-0.0015,0.0015,0.022,59
-0.001,0.0015,0.022,74
-0.0005,0.0015,0.022,84
0,0.0015,0.022,89
0.0005,0.0015,0.022,84
0.001,0.0015,0.022,74
0.0015,0.0015,0.022,59
-0.001,0.002,0.022,51
-0.0005,0.002,0.022,60
0,0.002,0.022,64
0.0005,0.002,0.022,60
0.001,0.002,0.022,51
-0.001,-0.002,0.0225,48
-0.0005,-0.002,0.0225,56
0,-0.002,0.0225,60
0.0005,-0.002,0.0225,56
0.001,-0.002,0.0225,48
-0.0015,-0.0015,0.0225,55
-0.001,-0.0015,0.0225,69
-0.0005,-0.0015,0.0225,79
0,-0.0015,0.0225,83
0.0005,-0.0015,0.0225,79
0.001,-0.0015,0.0225,69
0.0015,-0.0015,0.0225,55
-0.002,-0.001,0.0225,48
-0.0015,-0.001,0.0225,69
-0.001,-0.001,0.0225,88
-0.0005,-0.001,0.0225,95
0,-0.001,0.0225,96
0.0005,-0.001,0.0225,95
0.001,-0.001,0.0225,88
0.0015,-0.001,0.0225,69
0.002,-0.001,0.0225,48
-0.002,-0.0005,0.0225,56
-0.0015,-0.0005,0.0225,79
-0.001,-0.0005,0.0225,95
-0.0005,-0.0005,0.0225,97
0,-0.0005,0.0225,97
0.0005,-0.0005,0.0225,97
0.001,-0.0005,0.0225,95
0.0015,-0.0005,0.0225,79
0.002,-0.0005,0.0225,56
-0.002,0,0.0225,60
-0.0015,0,0.0225,83
-0.001,0,0.0225,96
-0.0005,0,0.0225,97
0,0,0.0225,97
0.0005,0,0.0225,97
0.001,0,0.0225,96
0.0015,0,0.0225,83
0.002,0,0.0225,60
-0.002,0.0005,0.0225,56
-0.0015,0.0005,0.0225,79
-0.001,0.0005,0.0225,95
-0.0005,0.0005,0.0225,97
0,0.0005,0.0225,97
0.0005,0.0005,0.0225,97
0.001,0.0005,0.0225,95
0.0015,0.0005,0.0225,79
0.002,0.0005,0.0225,56
-0.002,0.001,0.0225,48
-0.0015,0.001,0.0225,69
-0.001,0.001,0.0225,88
-0.0005,0.001,0.0225,95
0,0.001,0.0225,96
0.0005,0.001,0.0225,95
0.001,0.001,0.0225,88
0.0015,0.001,0.0225,69
0.002,0.001,0.0225,48
-0.0015,0.0015,0.0225,55
-0.001,0.0015,0.0225,69
-0.0005,0.0015,0.0225,79
0,0.0015,0.0225,83
0.0005,0.0015,0.0225,79
0.001,0.0015,0.0225,69
0.0015,0.0015,0.0225,55
-0.001,0.002,0.0225,48
-0.0005,0.002,0.0225,56
0,0.002,0.0225,60
0.0005,0.002,0.0225,56
0.001,0.002,0.0225,48
-0.001,-0.002,0.023,47
-0.0005,-0.002,0.023,55
0,-0.002,0.023,59
0.0005,-0.002,0.023,55
0.001,-0.002,0.023,47
-0.0015,-0.0015,0.023,54
-0.001,-0.0015,0.023,68
-0.0005,-0.0015,0.023,78
0,-0.0015,0.023,82
0.0005,-0.0015,0.023,78
0.001,-0.0015,0.023,68
0.0015,-0.0015,0.023,54
-0.002,-0.001,0.023,47
-0.0015,-0.001,0.023,68
-0.001,-0.001,0.023,87
-0.0005,-0.001,0.023,94
0,-0.001,0.023,95
0.0005,-0.001,0.023,94
0.001,-0.001,0.023,87
0.0015,-0.001,0.023,68
0.002,-0.001,0.023,48
-0.002,-0.0005,0.023,55
-0.0015,-0.0005,0.023,78
-0.001,-0.0005,0.023,94
-0.0005,-0.0005,0.023,96
0,-0.0005,0.023,96
0.0005,-0.0005,0.023,96
0.001,-0.0005,0.023,94
0.0015,-0.0005,0.023,79
0.002,-0.0005,0.023,58
-0.002,0,0.023,59
-0.0015,0,0.023,82
-0.001,0,0.023,95
-0.0005,0,0.023,96
0,0,0.023,96
0.0005,0,0.023,96
0.001,0,0.023,95
0.0015,0,0.023,83
0.002,0,0.023,63
-0.002,0.0005,0.023,55
-0.0015,0.0005,0.023,78
-0.001,0.0005,0.023,94
-0.0005,0.0005,0.023,96
0,0.0005,0.023,96
0.0005,0.0005,0.023,96
0.001,0.0005,0.023,94
0.0015,0.0005,0.023,79
0.002,0.0005,0.023,58
-0.002,0.001,0.023,47
-0.0015,0.001,0.023,68
-0.001,0.001,0.023,87
-0.0005,0.001,0.023,94
0,0.001,0.023,95
0.0005,0.001,0.023,94
0.001,0.001,0.023,87
0.0015,0.001,0.023,68
0.002,0.001,0.023,48
-0.0015,0.0015,0.023,54
-0.001,0.0015,0.023,68
-0.0005,0.0015,0.023,78
0,0.0015,0.023,82
0.0005,0.0015,0.023,78
0.001,0.0015,0.023,68
0.0015,0.0015,0.023,54
-0.001,0.002,0.023,47
-0.0005,0.002,0.023,55
0,0.002,0.023,59
0.0005,0.002,0.023,55
0.001,0.002,0.023,47
-0.001,-0.002,0.0235,47
-0.0005,-0.002,0.0235,55
0,-0.002,0.0235,59
0.0005,-0.002,0.0235,55
0.001,-0.002,0.0235,47
-0.0015,-0.0015,0.0235,54
-0.001,-0.0015,0.0235,68
-0.0005,-0.0015,0.0235,78
0,-0.0015,0.0235,82
0.0005,-0.0015,0.0235,78
0.001,-0.0015,0.0235,68
0.0015,-0.0015,0.0235,54
-0.002,-0.001,0.0235,47
-0.0015,-0.001,0.0235,68
-0.001,-0.001,0.0235,87
-0.0005,-0.001,0.0235,94
0,-0.001,0.0235,95
0.0005,-0.001,0.0235,94
0.001,-0.001,0.0235,87
0.0015,-0.001,0.0235,70
0.002,-0.001,0.0235,53
-0.002,-0.0005,0.0235,55
-0.0015,-0.0005,0.0235,78
-0.001,-0.0005,0.0235,94
-0.0005,-0.0005,0.0235,96
0,-0.0005,0.0235,96
0.0005,-0.0005,0.0235,96
0.001,-0.0005,0.0235,94
0.0015,-0.0005,0.0235,81
0.002,-0.0005,0.0235,64
-0.002,0,0.0235,59
-0.0015,0,0.0235,82
-0.001,0,0.0235,95
-0.0005,0,0.0235,96
0,0,0.0235,96
0.0005,0,0.0235,96
0.001,0,0.0235,95
0.0015,0,0.0235,86
0.002,0,0.0235,69
-0.002,0.0005,0.0235,55
-0.0015,0.0005,0.0235,78
-0.001,0.0005,0.0235,94
-0.0005,0.0005,0.0235,96
0,0.0005,0.0235,96
0.0005,0.0005,0.0235,96
0.001,0.0005,0.0235,94
0.0015,0.0005,0.0235,81
0.002,0.0005,0.0235,64
-0.002,0.001,0.0235,47
-0.0015,0.001,0.0235,68
-0.001,0.001,0.0235,87
-0.0005,0.001,0.0235,94
0,0.001,0.0235,95
0.0005,0.001,0.0235,94
0.001,0.001,0.0235,87
0.0015,0.001,0.0235,70
0.002,0.001,0.0235,53
-0.0015,0.0015,0.0235,54
-0.001,0.0015,0.0235,68
-0.0005,0.0015,0.0235,78
0,0.0015,0.0235,82
0.0005,0.0015,0.0235,78
0.001,0.0015,0.0235,68
0.0015,0.0015,0.0235,54
-0.001,0.002,0.0235,47
-0.0005,0.002,0.0235,55
0,0.002,0.0235,59
0.0005,0.002,0.0235,55
0.001,0.002,0.0235,47
-0.001,-0.002,0.024,48
-0.0005,-0.002,0.024,56
0,-0.002,0.024,60
0.0005,-0.002,0.024,56
0.001,-0.002,0.024,48
-0.0015,-0.0015,0.024,55
-0.001,-0.0015,0.024,69
-0.0005,-0.0015,0.024,79
0,-0.0015,0.024,83
0.0005,-0.0015,0.024,79
0.001,-0.0015,0.024,69
0.0015,-0.0015,0.024,57
-0.002,-0.001,0.024,48
-0.0015,-0.001,0.024,69
-0.001,-0.001,0.024,88
-0.0005,-0.001,0.024,95
0,-0.001,0.024,96
0.0005,-0.001,0.024,95
0.001,-0.001,0.024,88
0.0015,-0.001,0.024,74
0.002,-0.001,0.024,60
-0.002,-0.0005,0.024,56
-0.0015,-0.0005,0.024,79
-0.001,-0.0005,0.024,95
-0.0005,-0.0005,0.024,97
0,-0.0005,0.024,97
0.0005,-0.0005,0.024,97
0.001,-0.0005,0.024,96
0.0015,-0.0005,0.024,87
0.002,-0.0005,0.024,74
-0.002,0,0.024,60
-0.0015,0,0.024,83
-0.001,0,0.024,96
-0.0005,0,0.024,97
0,0,0.024,97
0.0005,0,0.024,97
0.001,0,0.024,97
0.0015,0,0.024,91
0.002,0,0.024,79
-0.002,0.0005,0.024,56
-0.0015,0.0005,0.024,79
-0.001,0.0005,0.024,95
-0.0005,0.0005,0.024,97
0,0.0005,0.024,97
0.0005,0.0005,0.024,97
0.001,0.0005,0.024,96
0.0015,0.0005,0.024,87
0.002,0.0005,0.024,74
-0.002,0.001,0.024,48
-0.0015,0.001,0.024,69
-0.001,0.001,0.024,88
-0.0005,0.001,0.024,95
0,0.001,0.024,96
0.0005,0.001,0.024,95
0.001,0.001,0.024,88
0.0015,0.001,0.024,74
0.002,0.001,0.024,60
-0.0015,0.0015,0.024,55
-0.001,0.0015,0.024,69
-0.0005,0.0015,0.024,79
0,0.0015,0.024,83
0.0005,0.0015,0.024,79
0.001,0.0015,0.024,69
0.0015,0.0015,0.024,57
-0.001,0.002,0.024,48
-0.0005,0.002,0.024,56
0,0.002,0.024,60
0.0005,0.002,0.024,56
0.001,0.002,0.024,48
-0.001,-0.002,0.0245,51
-0.0005,-0.002,0.0245,60
0,-0.002,0.0245,64
0.0005,-0.002,0.0245,60
0.001,-0.002,0.0245,51
-0.0015,-0.0015,0.0245,59
-0.001,-0.0015,0.0245,74
-0.0005,-0.0015,0.0245,84
0,-0.0015,0.0245,89
0.0005,-0.0015,0.0245,84
0.001,-0.0015,0.0245,74
0.0015,-0.0015,0.0245,63
-0.002,-0.001,0.0245,51
-0.0015,-0.001,0.0245,74
-0.001,-0.001,0.0245,94
-0.0005,-0.001,0.0245,100
0,-0.001,0.0245,100
0.0005,-0.001,0.0245,100
0.001,-0.001,0.0245,95
0.0015,-0.001,0.0245,83
0.002,-0.001,0.0245,71
-0.002,-0.0005,0.0245,60
-0.0015,-0.0005,0.0245,84
-0.001,-0.0005,0.0245,100
-0.0005,-0.0005,0.0245,100
0,-0.0005,0.0245,100
0.0005,-0.0005,0.0245,100
0.001,-0.0005,0.0245,100
0.0015,-0.0005,0.0245,97
0.002,-0.0005,0.0245,88
-0.002,0,0.0245,64
-0.0015,0,0.0245,89
-0.001,0,0.0245,100
-0.0005,0,0.0245,100
0,0,0.0245,100
0.0005,0,0.0245,100
0.001,0,0.0245,100
0.0015,0,0.0245,100
0.002,0,0.0245,97
-0.002,0.0005,0.0245,60
-0.0015,0.0005,0.0245,84
-0.001,0.0005,0.0245,100
-0.0005,0.0005,0.0245,100
0,0.0005,0.0245,100
0.0005,0.0005,0.0245,100
0.001,0.0005,0.0245,100
0.0015,0.0005,0.0245,97
0.002,0.0005,0.0245,88
-0.002,0.001,0.0245,51
-0.0015,0.001,0.0245,74
-0.001,0.001,0.0245,94
-0.0005,0.001,0.0245,100
0,0.001,0.0245,100
0.0005,0.001,0.0245,100
0.001,0.001,0.0245,95
0.0015,0.001,0.0245,83
0.002,0.001,0.0245,71
-0.0015,0.0015,0.0245,59
-0.001,0.0015,0.0245,74
-0.0005,0.0015,0.0245,84
0,0.0015,0.0245,89
0.0005,0.0015,0.0245,84
0.001,0.0015,0.0245,74
0.0015,0.0015,0.0245,63
-0.001,0.002,0.0245,51
-0.0005,0.002,0.0245,60
0,0.002,0.0245,64
0.0005,0.002,0.0245,60
0.001,0.002,0.0245,51
-0.001,-0.002,0.025,53
-0.0005,-0.002,0.025,62
0,-0.002,0.025,66
0.0005,-0.002,0.025,62
0.001,-0.002,0.025,53
-0.0015,-0.0015,0.025,60
-0.001,-0.0015,0.025,76
-0.0005,-0.0015,0.025,86
0,-0.0015,0.025,91
0.0005,-0.0015,0.025,86
0.001,-0.0015,0.025,76
0.0015,-0.0015,0.025,65
-0.002,-0.001,0.025,53
-0.0015,-0.001,0.025,76
-0.001,-0.001,0.025,97
-0.0005,-0.001,0.025,100
0,-0.001,0.025,100
0.0005,-0.001,0.025,100
0.001,-0.001,0.025,98
0.0015,-0.001,0.025,86
0.002,-0.001,0.025,75
-0.002,-0.0005,0.025,62
-0.0015,-0.0005,0.025,86
-0.001,-0.0005,0.025,100
-0.0005,-0.0005,0.025,100
0,-0.0005,0.025,100
0.0005,-0.0005,0.025,100
0.001,-0.0005,0.025,100
0.0015,-0.0005,0.025,100
0.002,-0.0005,0.025,94
-0.002,0,0.025,66
-0.0015,0,0.025,91
-0.001,0,0.025,100
-0.0005,0,0.025,100
0,0,0.025,100
0.0005,0,0.025,100
0.001,0,0.025,100
0.0015,0,0.025,100
0.002,0,0.025,100
-0.002,0.0005,0.025,62
-0.0015,0.0005,0.025,86
-0.001,0.0005,0.025,100
-0.0005,0.0005,0.025,100
0,0.0005,0.025,100
0.0005,0.0005,0.025,100
0.001,0.0005,0.025,100
0.0015,0.0005,0.025,100
0.002,0.0005,0.025,94
-0.002,0.001,0.025,53
-0.0015,0.001,0.025,76
-0.001,0.001,0.025,97
-0.0005,0.001,0.025,100
0,0.001,0.025,100
0.0005,0.001,0.025,100
0.001,0.001,0.025,98
0.0015,0.001,0.025,86
0.002,0.001,0.025,75
-0.0015,0.0015,0.025,60
-0.001,0.0015,0.025,76
-0.0005,0.0015,0.025,86
0,0.0015,0.025,91
0.0005,0.0015,0.025,86
0.001,0.0015,0.025,76
0.0015,0.0015,0.025,65
-0.001,0.002,0.025,53
-0.0005,0.002,0.025,62
0,0.002,0.025,66
0.0005,0.002,0.025,62
0.001,0.002,0.025,53
-0.001,-0.002,0.0255,53
-0.0005,-0.002,0.0255,62
0,-0.002,0.0255,66
0.0005,-0.002,0.0255,62
0.001,-0.002,0.0255,53
-0.0015,-0.0015,0.0255,60
-0.001,-0.0015,0.0255,76
-0.0005,-0.0015,0.0255,86
0,-0.0015,0.0255,91
0.0005,-0.0015,0.0255,86
0.001,-0.0015,0.0255,76
0.0015,-0.0015,0.0255,65
-0.002,-0.001,0.0255,53
-0.0015,-0.001,0.0255,76
-0.001,-0.001,0.0255,97
-0.0005,-0.001,0.0255,100
0,-0.001,0.0255,100
0.0005,-0.001,0.0255,100
0.001,-0.001,0.0255,98
0.0015,-0.001,0.0255,86
0.002,-0.001,0.0255,74
-0.002,-0.0005,0.0255,62
-0.0015,-0.0005,0.0255,86
-0.001,-0.0005,0.0255,100
-0.0005,-0.0005,0.0255,100
0,-0.0005,0.0255,100
0.0005,-0.0005,0.0255,100
0.001,-0.0005,0.0255,100
0.0015,-0.0005,0.0255,100
